"VLTRADERID","WRITETIME","STATUSDETAIL","STATUS","NAME","ID"
"777","2013-03-04 13:40:21.655","WindowsME_BROKE","Problem","flashyThing","785"
"1","2013-03-04 13:40:21.655","","Good","Widgit","786"
"777","2013-03-04 13:40:21.656","WindowsME_BROKE","Warning","flashyThing","787"
"1","2013-03-04 13:40:21.656","Partial","Problem","Widgit","788"
"777","2013-03-04 13:40:21.656","","Good","flashyThing","789"
"1","2013-03-04 13:40:21.657","Partial","Warning","Widgit","790"
"777","2013-03-04 13:40:21.657","WindowsME_BROKE","Problem","flashyThing","791"
"1","2013-03-04 13:40:21.657","","Good","Widgit","792"
"777","2013-03-04 13:40:21.658","WindowsME_BROKE","Warning","flashyThing","793"
"1","2013-03-04 13:40:21.658","Partial","Problem","Widgit","794"
"777","2013-03-04 13:40:21.658","","Good","flashyThing","795"
"1","2013-03-04 13:40:21.659","Partial","Warning","Widgit","796"
"777","2013-03-04 13:40:21.659","WindowsME_BROKE","Problem","flashyThing","797"
"1","2013-03-04 13:40:21.66","","Good","Widgit","798"
"777","2013-03-04 13:40:21.66","WindowsME_BROKE","Warning","flashyThing","799"
"1","2013-03-04 13:40:21.66","Partial","Problem","Widgit","800"
"777","2013-03-04 13:40:21.661","","Good","flashyThing","801"
"1","2013-03-04 13:40:21.661","Partial","Warning","Widgit","802"
"777","2013-03-04 13:40:21.661","WindowsME_BROKE","Problem","flashyThing","803"
"1","2013-03-04 13:40:21.662","","Good","Widgit","804"
"777","2013-03-04 13:40:21.662","WindowsME_BROKE","Warning","flashyThing","805"
"1","2013-03-04 13:40:21.662","Partial","Problem","Widgit","806"
"777","2013-03-04 13:40:21.663","","Good","flashyThing","807"
"1","2013-03-04 13:40:21.663","Partial","Warning","Widgit","808"
"777","2013-03-04 13:40:21.665","WindowsME_BROKE","Problem","flashyThing","809"
"1","2013-03-04 13:40:21.665","","Good","Widgit","810"
"777","2013-03-04 13:40:21.666","WindowsME_BROKE","Warning","flashyThing","811"
"1","2013-03-04 13:40:21.666","Partial","Problem","Widgit","812"
"777","2013-03-04 13:40:21.666","","Good","flashyThing","813"
"1","2013-03-04 13:40:21.667","Partial","Warning","Widgit","814"
"777","2013-03-04 13:40:21.667","WindowsME_BROKE","Problem","flashyThing","815"
"1","2013-03-04 13:40:21.667","","Good","Widgit","816"
"777","2013-03-04 13:40:21.668","WindowsME_BROKE","Warning","flashyThing","817"
"1","2013-03-04 13:40:21.668","Partial","Problem","Widgit","818"
"777","2013-03-04 13:40:21.668","","Good","flashyThing","819"
"1","2013-03-04 13:40:21.669","Partial","Warning","Widgit","820"
"777","2013-03-04 13:40:21.669","WindowsME_BROKE","Problem","flashyThing","821"
"1","2013-03-04 13:40:21.669","","Good","Widgit","822"
"777","2013-03-04 13:40:21.67","WindowsME_BROKE","Warning","flashyThing","823"
"1","2013-03-04 13:40:21.67","Partial","Problem","Widgit","824"
"777","2013-03-04 13:40:21.67","","Good","flashyThing","825"
"1","2013-03-04 13:40:21.671","Partial","Warning","Widgit","826"
"777","2013-03-04 13:40:21.671","WindowsME_BROKE","Problem","flashyThing","827"
"1","2013-03-04 13:40:21.672","","Good","Widgit","828"
"777","2013-03-04 13:40:21.672","WindowsME_BROKE","Warning","flashyThing","829"
"1","2013-03-04 13:40:21.672","Partial","Problem","Widgit","830"
"777","2013-03-04 13:40:21.673","","Good","flashyThing","831"
"1","2013-03-04 13:40:21.673","Partial","Warning","Widgit","832"
"777","2013-03-04 13:40:21.673","WindowsME_BROKE","Problem","flashyThing","833"
"1","2013-03-04 13:40:21.674","","Good","Widgit","834"
"777","2013-03-04 13:40:21.674","WindowsME_BROKE","Warning","flashyThing","835"
"1","2013-03-04 13:40:21.674","Partial","Problem","Widgit","836"
"777","2013-03-04 13:40:21.676","","Good","flashyThing","837"
"1","2013-03-04 13:40:21.677","Partial","Warning","Widgit","838"
"777","2013-03-04 13:40:21.677","WindowsME_BROKE","Problem","flashyThing","839"
"1","2013-03-04 13:40:21.677","","Good","Widgit","840"
"777","2013-03-04 13:40:21.678","WindowsME_BROKE","Warning","flashyThing","841"
"1","2013-03-04 13:40:21.678","Partial","Problem","Widgit","842"
"777","2013-03-04 13:40:21.678","","Good","flashyThing","843"
"1","2013-03-04 13:40:21.679","Partial","Warning","Widgit","844"
"777","2013-03-04 13:40:21.679","WindowsME_BROKE","Problem","flashyThing","845"
"1","2013-03-04 13:40:21.679","","Good","Widgit","846"
"777","2013-03-04 13:40:21.68","WindowsME_BROKE","Warning","flashyThing","847"
"1","2013-03-04 13:40:21.68","Partial","Problem","Widgit","848"
"777","2013-03-04 13:40:21.68","","Good","flashyThing","849"
"1","2013-03-04 13:40:21.681","Partial","Warning","Widgit","850"
"777","2013-03-04 13:40:21.681","WindowsME_BROKE","Problem","flashyThing","851"
"1","2013-03-04 13:40:21.681","","Good","Widgit","852"
"777","2013-03-04 13:40:21.682","WindowsME_BROKE","Warning","flashyThing","853"
"1","2013-03-04 13:40:21.682","Partial","Problem","Widgit","854"
"777","2013-03-04 13:40:21.682","","Good","flashyThing","855"
"1","2013-03-04 13:40:21.683","Partial","Warning","Widgit","856"
"777","2013-03-04 13:40:21.683","WindowsME_BROKE","Problem","flashyThing","857"
"1","2013-03-04 13:40:21.683","","Good","Widgit","858"
"777","2013-03-04 13:40:21.684","WindowsME_BROKE","Warning","flashyThing","859"
"1","2013-03-04 13:40:21.684","Partial","Problem","Widgit","860"
"777","2013-03-04 13:40:21.684","","Good","flashyThing","861"
"1","2013-03-04 13:40:21.685","Partial","Warning","Widgit","862"
"777","2013-03-04 13:40:21.685","WindowsME_BROKE","Problem","flashyThing","863"
"1","2013-03-04 13:40:21.686","","Good","Widgit","864"
"777","2013-03-04 13:40:21.687","WindowsME_BROKE","Warning","flashyThing","865"
"1","2013-03-04 13:40:21.688","Partial","Problem","Widgit","866"
"777","2013-03-04 13:40:21.688","","Good","flashyThing","867"
"1","2013-03-04 13:40:21.688","Partial","Warning","Widgit","868"
"777","2013-03-04 13:40:21.689","WindowsME_BROKE","Problem","flashyThing","869"
"1","2013-03-04 13:40:21.689","","Good","Widgit","870"
"777","2013-03-04 13:40:21.689","WindowsME_BROKE","Warning","flashyThing","871"
"1","2013-03-04 13:40:21.69","Partial","Problem","Widgit","872"
"777","2013-03-04 13:40:21.69","","Good","flashyThing","873"
"1","2013-03-04 13:40:21.69","Partial","Warning","Widgit","874"
"777","2013-03-04 13:40:21.691","WindowsME_BROKE","Problem","flashyThing","875"
"1","2013-03-04 13:40:21.691","","Good","Widgit","876"
"777","2013-03-04 13:40:21.692","WindowsME_BROKE","Warning","flashyThing","877"
"1","2013-03-04 13:40:21.692","Partial","Problem","Widgit","878"
"777","2013-03-04 13:40:21.692","","Good","flashyThing","879"
"1","2013-03-04 13:40:21.693","Partial","Warning","Widgit","880"
"777","2013-03-04 13:40:21.693","WindowsME_BROKE","Problem","flashyThing","881"
"1","2013-03-04 13:40:21.693","","Good","Widgit","882"
"777","2013-03-04 13:40:21.694","WindowsME_BROKE","Warning","flashyThing","883"
"1","2013-03-04 13:40:21.694","Partial","Problem","Widgit","884"
"777","2013-03-04 13:40:21.695","","Good","flashyThing","885"
"1","2013-03-04 13:40:21.695","Partial","Warning","Widgit","886"
"777","2013-03-04 13:40:21.695","WindowsME_BROKE","Problem","flashyThing","887"
"1","2013-03-04 13:40:21.696","","Good","Widgit","888"
"777","2013-03-04 13:40:21.696","WindowsME_BROKE","Warning","flashyThing","889"
"1","2013-03-04 13:40:21.696","Partial","Problem","Widgit","890"
"777","2013-03-04 13:40:21.697","","Good","flashyThing","891"
"1","2013-03-04 13:40:21.697","Partial","Warning","Widgit","892"
"777","2013-03-04 13:40:21.699","WindowsME_BROKE","Problem","flashyThing","893"
"1","2013-03-04 13:40:21.699","","Good","Widgit","894"
"777","2013-03-04 13:40:21.7","WindowsME_BROKE","Warning","flashyThing","895"
"1","2013-03-04 13:40:21.7","Partial","Problem","Widgit","896"
"777","2013-03-04 13:40:21.7","","Good","flashyThing","897"
"1","2013-03-04 13:40:21.701","Partial","Warning","Widgit","898"
"777","2013-03-04 13:40:21.701","WindowsME_BROKE","Problem","flashyThing","899"
"1","2013-03-04 13:40:21.701","","Good","Widgit","900"
"777","2013-03-04 13:40:21.702","WindowsME_BROKE","Warning","flashyThing","901"
"1","2013-03-04 13:40:21.702","Partial","Problem","Widgit","902"
"777","2013-03-04 13:40:21.702","","Good","flashyThing","903"
"1","2013-03-04 13:40:21.703","Partial","Warning","Widgit","904"
"777","2013-03-04 13:40:21.703","WindowsME_BROKE","Problem","flashyThing","905"
"1","2013-03-04 13:40:21.704","","Good","Widgit","906"
"777","2013-03-04 13:40:21.704","WindowsME_BROKE","Warning","flashyThing","907"
"1","2013-03-04 13:40:21.704","Partial","Problem","Widgit","908"
"777","2013-03-04 13:40:21.705","","Good","flashyThing","909"
"1","2013-03-04 13:40:21.705","Partial","Warning","Widgit","910"
"777","2013-03-04 13:40:21.705","WindowsME_BROKE","Problem","flashyThing","911"
"1","2013-03-04 13:40:21.706","","Good","Widgit","912"
"777","2013-03-04 13:40:21.706","WindowsME_BROKE","Warning","flashyThing","913"
"1","2013-03-04 13:40:21.706","Partial","Problem","Widgit","914"
"777","2013-03-04 13:40:21.707","","Good","flashyThing","915"
"1","2013-03-04 13:40:21.707","Partial","Warning","Widgit","916"
"777","2013-03-04 13:40:21.707","WindowsME_BROKE","Problem","flashyThing","917"
"1","2013-03-04 13:40:21.708","","Good","Widgit","918"
"777","2013-03-04 13:40:21.708","WindowsME_BROKE","Warning","flashyThing","919"
"1","2013-03-04 13:40:21.708","Partial","Problem","Widgit","920"
"777","2013-03-04 13:40:21.71","","Good","flashyThing","921"
"1","2013-03-04 13:40:21.711","Partial","Warning","Widgit","922"
"777","2013-03-04 13:40:21.711","WindowsME_BROKE","Problem","flashyThing","923"
"1","2013-03-04 13:40:21.711","","Good","Widgit","924"
"777","2013-03-04 13:40:21.712","WindowsME_BROKE","Warning","flashyThing","925"
"1","2013-03-04 13:40:21.712","Partial","Problem","Widgit","926"
"777","2013-03-04 13:40:21.712","","Good","flashyThing","927"
"1","2013-03-04 13:40:21.713","Partial","Warning","Widgit","928"
"777","2013-03-04 13:40:21.713","WindowsME_BROKE","Problem","flashyThing","929"
"1","2013-03-04 13:40:21.713","","Good","Widgit","930"
"777","2013-03-04 13:40:21.714","WindowsME_BROKE","Warning","flashyThing","931"
"1","2013-03-04 13:40:21.714","Partial","Problem","Widgit","932"
"777","2013-03-04 13:40:21.714","","Good","flashyThing","933"
"1","2013-03-04 13:40:21.715","Partial","Warning","Widgit","934"
"777","2013-03-04 13:40:21.715","WindowsME_BROKE","Problem","flashyThing","935"
"1","2013-03-04 13:40:21.715","","Good","Widgit","936"
"777","2013-03-04 13:40:21.716","WindowsME_BROKE","Warning","flashyThing","937"
"1","2013-03-04 13:40:21.716","Partial","Problem","Widgit","938"
"777","2013-03-04 13:40:21.716","","Good","flashyThing","939"
"1","2013-03-04 13:40:21.716","Partial","Warning","Widgit","940"
"777","2013-03-04 13:40:21.717","WindowsME_BROKE","Problem","flashyThing","941"
"1","2013-03-04 13:40:21.717","","Good","Widgit","942"
"777","2013-03-04 13:40:21.717","WindowsME_BROKE","Warning","flashyThing","943"
"1","2013-03-04 13:40:21.718","Partial","Problem","Widgit","944"
"777","2013-03-04 13:40:21.718","","Good","flashyThing","945"
"1","2013-03-04 13:40:21.718","Partial","Warning","Widgit","946"
"777","2013-03-04 13:40:21.719","WindowsME_BROKE","Problem","flashyThing","947"
"1","2013-03-04 13:40:21.719","","Good","Widgit","948"
"777","2013-03-04 13:40:21.721","WindowsME_BROKE","Warning","flashyThing","949"
"1","2013-03-04 13:40:21.721","Partial","Problem","Widgit","950"
"777","2013-03-04 13:40:21.721","","Good","flashyThing","951"
"1","2013-03-04 13:40:21.722","Partial","Warning","Widgit","952"
"777","2013-03-04 13:40:21.722","WindowsME_BROKE","Problem","flashyThing","953"
"1","2013-03-04 13:40:21.722","","Good","Widgit","954"
"777","2013-03-04 13:40:21.723","WindowsME_BROKE","Warning","flashyThing","955"
"1","2013-03-04 13:40:21.723","Partial","Problem","Widgit","956"
"777","2013-03-04 13:40:21.723","","Good","flashyThing","957"
"1","2013-03-04 13:40:21.724","Partial","Warning","Widgit","958"
"777","2013-03-04 13:40:21.724","WindowsME_BROKE","Problem","flashyThing","959"
"1","2013-03-04 13:40:21.724","","Good","Widgit","960"
"777","2013-03-04 13:40:21.725","WindowsME_BROKE","Warning","flashyThing","961"
"1","2013-03-04 13:40:21.725","Partial","Problem","Widgit","962"
"777","2013-03-04 13:40:21.725","","Good","flashyThing","963"
"1","2013-03-04 13:40:21.726","Partial","Warning","Widgit","964"
"777","2013-03-04 13:40:21.726","WindowsME_BROKE","Problem","flashyThing","965"
"1","2013-03-04 13:40:21.726","","Good","Widgit","966"
"777","2013-03-04 13:40:21.727","WindowsME_BROKE","Warning","flashyThing","967"
"1","2013-03-04 13:40:21.727","Partial","Problem","Widgit","968"
"777","2013-03-04 13:40:21.727","","Good","flashyThing","969"
"1","2013-03-04 13:40:21.728","Partial","Warning","Widgit","970"
"777","2013-03-04 13:40:21.728","WindowsME_BROKE","Problem","flashyThing","971"
"1","2013-03-04 13:40:21.728","","Good","Widgit","972"
"777","2013-03-04 13:40:21.729","WindowsME_BROKE","Warning","flashyThing","973"
"1","2013-03-04 13:40:21.729","Partial","Problem","Widgit","974"
"777","2013-03-04 13:40:21.729","","Good","flashyThing","975"
"1","2013-03-04 13:40:21.729","Partial","Warning","Widgit","976"
"777","2013-03-04 13:40:21.731","WindowsME_BROKE","Problem","flashyThing","977"
"1","2013-03-04 13:40:21.731","","Good","Widgit","978"
"777","2013-03-04 13:40:21.731","WindowsME_BROKE","Warning","flashyThing","979"
"1","2013-03-04 13:40:21.732","Partial","Problem","Widgit","980"
"777","2013-03-04 13:40:21.732","","Good","flashyThing","981"
"1","2013-03-04 13:40:21.732","Partial","Warning","Widgit","982"
"777","2013-03-04 13:40:21.733","WindowsME_BROKE","Problem","flashyThing","983"
"1","2013-03-04 13:40:21.733","","Good","Widgit","984"
"777","2013-03-04 13:40:21.733","WindowsME_BROKE","Warning","flashyThing","985"
"1","2013-03-04 13:40:21.734","Partial","Problem","Widgit","986"
"777","2013-03-04 13:40:21.734","","Good","flashyThing","987"
"1","2013-03-04 13:40:21.734","Partial","Warning","Widgit","988"
"777","2013-03-04 13:40:21.734","WindowsME_BROKE","Problem","flashyThing","989"
"1","2013-03-04 13:40:21.735","","Good","Widgit","990"
"777","2013-03-04 13:40:21.735","WindowsME_BROKE","Warning","flashyThing","991"
"1","2013-03-04 13:40:21.735","Partial","Problem","Widgit","992"
"777","2013-03-04 13:40:21.736","","Good","flashyThing","993"
"1","2013-03-04 13:40:21.736","Partial","Warning","Widgit","994"
"777","2013-03-04 13:40:21.736","WindowsME_BROKE","Problem","flashyThing","995"
"1","2013-03-04 13:40:21.737","","Good","Widgit","996"
"777","2013-03-04 13:40:21.737","WindowsME_BROKE","Warning","flashyThing","997"
"1","2013-03-04 13:40:21.737","Partial","Problem","Widgit","998"
"777","2013-03-04 13:40:21.738","","Good","flashyThing","999"
